,XI-DFC,XI-IPC,XI-S1C,XI-VFC,XI-STC,XI-ITC,XI-OFC,XI-V1C,XI-MFC,X-DFC,X-IPC,X-S1C,X-VFC,X-STC,X-ITC,X-OFC,X-V1C,X-MFC,IX-DFC,IX-IPC,IX-S1C,IX-VFC,IX-STC,IX-ITC,IX-OFC,IX-V1C,IX-MFC,VIII-DFC,VIII-IPC,VIII-S1C,VIII-VFC,VIII-STC,VIII-ITC,VIII-OFC,VIII-V1C,VIII-MFC,VII-DFC,VII-IPC,VII-S1C,VII-VFC,VII-STC,VII-ITC,VII-OFC,VII-V1C,VII-MFC,VI-DFC,VI-IPC,VI-S1C,VI-VFC,VI-STC,VI-ITC,VI-OFC,VI-V1C,VI-MFC,IV-DFC,IV-IPC,IV-S1C,IV-VFC,IV-STC,IV-ITC,IV-OFC,IV-V1C,IV-MFC,IIIB-DFC,IIIB-IPC,IIIB-S1C,IIIB-VFC,IIIB-STC,IIIB-ITC,IIIB-OFC,IIIB-V1C,IIIB-MFC,IIIA-DFC,IIIA-IPC,IIIA-S1C,IIIA-VFC,IIIA-STC,IIIA-ITC,IIIA-OFC,IIIA-V1C,IIIA-MFC,IIB-DFC,IIB-IPC,IIB-S1C,IIB-VFC,IIB-STC,IIB-ITC,IIB-OFC,IIB-V1C,IIB-MFC
5530,,,,,,,,,,,,,,,,,,,2.4978854130943766,,,,,,,,,,,,,,,,,,,,,,,,,5.338101346682926,,,,2.051179777517768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.153218461563448,,,,,
5531,,,,,,,,,,,,,,,,,,,2.2937706799013857,,,,,,2.0732964217699115,,,,,,,,,,,,,,,2.190155036044576,,,,,,,,,3.124782038187284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,,,,,,,,,,,,,,,,,,,,2.7135444974344747,4.351095981498672,,2.70273320884855,2.6571441746710693,2.64121767048234,4.338084398874834,,,,,,,,,,,2.700151447012956,2.1490006982438894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2112051495746203,,,,,,,,,2.488105397121664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2134304127647844,2.3993848884770586,,,2.0325473794585247,,,,,,
5535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.248107984455893,,,,,,2.168853055583996,,
5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5337653367387367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3718127198974326,,,,,,,2.3170996314262458,2.821839133461058,,2.947109179998169,,,,,,2.536130796167956,,,
5538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7696120556957884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.536352044726802,,,,,,,,,,
5540,,,,,,,,,,,,,,,,,,,,,,,,,,2.5817308617538206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,,,,,,,,,,,,,,,,,,,,6.394702948966831,,,,2.002928019747104,,5.497622767935157,,,,,,,,,,,,,,,,,,,,,,3.0946031792804707,,,2.1650556943955306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02390960243145,2.6672299817444842,,,,,,,,,
5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1256261040637057,,,,,,2.7083716480671938,,,,,,,,,,,,,,,,,,,,,,4.734086648457962,,,,,,,,,,,,,,,,,,,,,,,,
5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.824393172765945,4.169233079317718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2372595513546463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,,,,,,,,,,,,,,,,,,,4.270254761891087,,,,,,2.763217903308844,,,,,,,,,,,,,,,,,,,,,,,,,3.2336226138110558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,,,,,,,,,2.1702160518998825,,,,,,,,,,,,,,,,,,2.6503023736088296,,,,,,,,,,,,,,,,,,,,2.953480840719671,,2.092416348937355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27640977320058,,,,,2.197953346442458,,,,,,,,,,2.02956165798179,,,,,,
5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8630769079493015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4552197495536223,,
5551,,,,,,,,,,,,,,,,,,,,,,,,,,2.6173509178406094,2.8774680770976144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,,,,,,,,,,,,,,,,,,,4.150595503287503,,,,,,,6.300736915781593,,,,,,,,,,,,,,5.281914471799731,,,,,4.367583250345222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6472725304246523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2409469059167915,,,
5554,,,,,,,,,,,,,,,,,,,2.8253584062290185,,,,,,,,,,,,,,,,,,,4.738388665966921,,,,,,5.011468219231333,,,,,,,,,,,,,,,,,,,,,,4.072871587022013,,,,,,,,,,,,,,,,,,,,,,,,
5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.288471523231027,,3.0475769656826435,,,,2.228856665775297,,,,,,,3.0488898726213027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,,,,,,2.2806726104873745,,,2.8856801008721282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,,,,,,,,,,,,,,,,,,,,,2.4040287835735548,2.35014519202396,,,,,,,,,,,,,,,,,,,,,,2.7038711591578846,,,,2.250015510786275,,2.4284327179403635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30652808792228,,,,,3.7716206822755436,4.068339172795239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,,,,,,,,,,,,,,,,,,,,,,,,,,2.137750657418765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,,,,,,,,,,,,,,,,,,,,,,,,,,2.4390666759811843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1582053620163166,,,,,,4.112451117588177,,2.5409273672592207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,,,,,,,,,,,,,,,,,,,,2.1499409723402616,,,,,,,,,,,,,,,,,,3.801016783801564,,,,,,,,,,4.2169481850971335,,,,,,,,,,,,,,,,,,2.555880898170751,,,,,,,,,,,,,,,,,,,,,,,,
5565,,,,,,,,,,,,,,,,,,,2.3466473857769934,,,,,2.107299572482489,,,,,,,,,,,,,,,,,,,,,,,,3.1083973376579044,,2.2680428723506783,2.2135473071264733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.176674534322032,8.958357748995969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,,,,,,,,,,,,,,,,,,,,,,,,,,2.033623021180788,,,,,,,,,,,,,,2.0092905133170347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,,,,,,,,,,,,,,,,,,,,3.738815907474096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,,,,,,,,,,,,,,,,,,,,2.15668072340718,,,,,,,,,,,,,,,,,,2.7514504851160764,,2.141799211534127,2.1517278697743603,,,,,,,4.069024723901423,,3.2828443841961272,,,,,,,,,,,,,,,,2.188915605145907,,,,,,,,,,,,,,,,,,,,,,,,
5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.334764517661345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5856767421973985,,,,,,2.344906006062389,,,,,,2.6932355155359384,,,,,,,6.0296184910867145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,,,,,,,,,,,,,,,,,,,,,,,,,,2.5315836013677333,,,,,,,,,,,,,,,,,,,,,2.3461535299965823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.673862501969816,,,,,,,,,,,,,,,,,,,,,,,,2.0238867207003093,,,,,,,,,,,,2.143672009939982,,2.7589530894762646,2.014891583592387,,,,,,,,,
5574,,,,,,,,,,,,,,,,,,,,,,,,,3.2142112332094808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.405856394166935,,,,,,,,,,,,,,,,,,,,,,,,
5575,,,,,,,,,,,,,,,,,,,2.8553860725407003,,,,,,,,,,,,,,,,,,,,,,3.5267860803891438,,,,,,,,,2.271676279138492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2572077582319627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.095251394295768,,,,,,,,,,,,,,,,,
5577,,,2.320495400429875,,,,,,,,,,2.0918239891360777,,,,,,,,,,,,3.1515163019076438,,,,,,,2.196496437166409,,,,,,3.3622717334957253,,,,,,,,,,,2.6485763539797778,,3.9681739647163927,,,,,,,,,,,,,,,3.1952484048578835,,,,,,,,,,,,3.5279612091140384,,,,,,,,,,,,
5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5068349139208914,,,,,,,3.0985414357214403,,,,,,,,2.254575507985073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,,,,,,,,,,,,,,,,,,,2.1199351613724,,,,,,2.310092544079914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.158207122143695,,,,,,,,2.3409071577168588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.150822302117772,,,,,,2.097756678954183,,,,,,2.2754187160333545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9394238643185124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,,,,,,,,,,,,,,,,,,2.1255404799547284,,,,,,,3.614296772745598,,,,,,,,,,,,,4.402752806259709,3.660604115462721,,,,,,,,,,2.5431375466450525,2.8464161757053565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33114545422658,,,,,,,,,,
5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4723698449332883,,2.4917436382070357,2.2231575885010586,,,,,,2.080998211560837,,
5586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.996860710237807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0688121696628703,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1367069861532126,,,,,,,,,,
5590,,,,,,,,,,,,,,,,,,,,,2.3309236059714977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.105316858738683,5.097147484684075,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7699912994104987,3.361404237091548,3.562391178327786,,,,,,,,,
5591,,,,,,,,,,,,,,,,,,,,,,,,,2.8912386395728866,,,,,,,,,,,,,,,,,,,,,,,2.6884687404631102,,,2.0427354729615166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,,,,,,,,,,,,,,,,,,,2.926639535914457,,2.1775616061651406,,3.1956627178991064,,,,,,,,,,,,,,,,,,2.001693302802656,,,,,2.2036734308881156,,2.5575849626977165,,,,,,,,,,,,,,,,,,3.602079227034765,,,,,,,,,,,,,,,,,,,,,,,,
5593,,,,,,,,,,,,,,,,,,,,,2.005211372587451,,2.2419791457403817,,,2.411590189206203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,,,,,,,,,,,,,,,,,,,,2.6588218456644035,2.4024140643521097,,2.146919580702093,,,4.3091917643674265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.052372412067274,,,,,,,,,,,,,,,,2.308556677773419,,,,,,,,,3.2771933420005714,,,,,,,,,,,,,,,,,,,,
5596,,,,,,,,,,,,,,,,,,,,,2.2554697708562403,,2.384672666542658,,,,,,,,,,,,,,,,3.3773098271850936,,,4.000231288802263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5109521700956057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5599,,,,,,,,,,,,,,,,,,,3.0012038236951093,,,,,,,,2.7077657538765623,,,,,,,2.225653866985216,2.327626460591358,,,2.058670625322624,,,,,,,,,,,,2.1934965954711654,,,2.6048597511753986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0900175375587176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.090132928969452,,,,,,,,,,,,,,,,,,,,,,,,
5602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,,,,,,,,,,,,,,,,,,,,3.4762653265211534,,,,,,,,,,,,,,,,,,2.0122437210909707,,3.1661227600632205,,,,4.657776837704391,,,,,,,,2.7037853295942598,,,,,,,,,,2.024662885590325,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5604,,,,,,,,,,,,,,,,,,,,2.0677520470608437,2.617151612736206,4.391655037032338,2.057098984568581,,,2.9592242080810456,,,,,,,,,,,,,,,,3.5985626306874283,,,,,,2.046464977575943,,,,,,,,,,,,,,,,,,,,,2.2812704356076643,,,,,2.1408078561937773,,,,,,,,,,,,,,,,
5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5606,,,,,,,,,,,,,,,,,,,,2.4009508344026846,5.430570797379729,6.661738410443512,3.143155253259484,2.009845621484062,2.351402761122992,7.2656295928217896,2.567164304216339,,,,,,,,,,,,,,2.6105425797647794,,,,,,,,,2.302001449567262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3942065062463063,,,,,,,,,,,,,,,,
5608,,,,,,,,,,,,,,,,,2.3339950523848074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.155306203308782,,,2.3884278973446187,,,,,,,,,2.7871512518987904,,,,
5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6184765972595088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3057096180226417,,,,2.4822561679314177,,,,,,,,,,,,2.4256240876283184,,,,,,,,,,,,,,,,,,,,,,,,
5611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.435885599585462,,,,,,,,,,,,3.8259398516945176,9.808492819565448,,,,,,,,,11.94400623003753,,,,,,,,,,2.2398063517490048,,5.573063509697092,3.6191229918183834,,,,,,5.444014674525988,,7.082156313041554,7.471001317984973,,,3.0758132079529865,,,7.307907722028239,,13.577274332395062
5612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3374862329886374,,,,,,,,2.410557275509221,2.7566912764831697,2.172848299976898,2.6501683812333283,,,,,,,3.3633608189243764,,,,,,
5613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3794222706866246,,,,5.876188117542332,,2.3395389184098017,,,,,3.3031764720729946,,2.6450198086170085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5614,,,,,,,,,,,,,,,,,,,,,,4.081832749591126,,,,,,,,,,,,,,,,,,,,,,,,,,2.6192094807623216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0644159833430056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,,,,,,,,,,,,,,,,,,,,,,,,,,2.186596620351056,,,,,,,,,,,,,,,6.2607498429058,,2.325492013325688,,,,,,,2.4721209126820316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4371881048456667,,,,2.3423406317694675,,,,,2.8658176377925657,,,,,,,,2.2746444395221737,2.088965697017673,,,,2.2535855220247525,,,,2.593598061378918,2.8129447103179563,,,,,
5618,,,,,,,,,,2.1158699732648016,,,,,,,,,,3.5909108889531414,,,,,,5.2944223353016575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.134093316296712,,,,,,2.272287697837588,,,
5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0941498608852416,2.4458620824845205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0632135087313404,,,,,,,,,,
5620,,,,,,,,,,,,,,,,,,,,2.3017612650370602,,,,,,,,,,,,,,,,,,,,2.6081573104135782,,,,,,,,,2.7957929047071906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5622,,,,,,,,,,,,,,,,,,,,,2.496061785623187,,,,,2.1959452773621675,,,,,,,,,,,,,,,,2.7051104017285197,2.4021501518842316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,,,,,,,,,,,,,,,,,,,,,2.7870550008298887,,,,,,,,,,,,,,,,,3.505359350563882,3.211751635978005,,3.8128524016243417,,,4.152900433390777,,,,5.743931955738902,,,,,,,,,,,,,,,,,,6.055577181016414,,,,,,,,,,,,,,,,,,,,,,,,
5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.253058460977444,,,2.2671323575967657
5625,,,,,,,,,,,,,,,,,,,2.0060170158485717,3.6530056228738887,3.1700643772696773,4.788040056952265,,,,,,,,,,,,,,,,,,2.021691849049052,3.9504653223842783,,2.782560597740322,,2.4490624551342433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4057405098921136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5628,,,,,,,,,,,,,,,,,,,2.2516641990764867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,,,,,,,,,,,,,,,,,2.1287206207495504,,,,,,,,,,,,,,,2.833615957830355,,,,,,2.9495292048535746,,,,,,,,,,5.2195784640754965,,,,,,,,,,,,,,,,,,2.8900551974809217,,,,,,,,,,,,,,,,,,,,,,,,
5630,,,,,,,,,,,,,,,,,,,,,,,,,2.1218352783031107,2.101587499680253,,,,,,,,,,,,4.203186848513889,,,,,,2.056603187678298,,,,,,,,,,2.106002753950844,,,,,,,,,,,,7.940590466783516,,,,,,,,,,,,,,,,,,,,,,,,
5631,,,,,,,,,,,,,,,,,,,3.659773404418181,,,,,,,,,,,,,,,,,2.400923546939749,,,,,,,,3.2580533479850597,,,,,,,2.112190121972279,,,,,,,,,,,,,,,2.217411473213339,,,2.7135617388154065,,,,,2.7589855410234,,2.5426130847790973,,2.554589023079977,2.6442953047465645,2.8755211867491326,,2.3456296091377675,2.347753941788854,3.42804663119244,3.7387460812780238,,5.229844556151397,2.7795858327879364,,
5632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9209476630282394,,,3.139973464642177,,,,,,,,,,,,,,,4.0673875519591824,,,,,,,,,,,,,,,,,,2.493856647115994,,,,,,
5633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3467774880082097,,,,,,,,,,,,2.161001314831062,,,,,,,,,,,,
5634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5635,,,,,,,,,,,,,,,,,,,,,,,,,2.311820490309916,,,,,,,,,2.4942640208598714,,,,2.8049128272171684,,,,,,,,,,4.220324726251279,,5.94335933656833,,,,,,,,,,,,,,,,2.817293540053256,,,,,,,,,,,,,,,,,,,,,,,,
5636,,,,,,,,,,,,,,,,,,,,2.5211742008090425,,,,,,3.697810943527828,,,,,,,,,,,4.304634936304697,,3.914276630931184,,,,,,,,,5.3529808079394074,,2.7947332201102704,,,,,,,,,,,,,,,,3.0715827101007247,,,,,,,,,,,,,,,,,,,,,,,,
5637,,,,,,,,,,,,,,,,,,,,,,,,,2.168213710413474,,,,,,,,,2.3046431915232817,,,,3.718297728275589,,,,,,,,,,,2.3758317954139567,,2.5888531066236773,,,,2.2663524077665653,,,,,,,,,,,3.612245308058556,,,,,,,,,,,,,,,,,,,,,,,,
5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.332106467918764,,,,,,,,,2.9441404285994928,,,,,,
5641,,,,,,,,,,,,,,,,,,,2.3567921298103265,,,,,,,,,,,,,,,,,,,,,2.466471102544769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.165925087560679,2.1505032453897592,,,,,,
5642,,,,,,,,,,,,,,,,,,,2.4903997772657407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6691714897421552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
